"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","不同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投不同意率對縣市首長得票率差距"
"348","第15案","臺南市","下營區","3,091","5,832","8,923","913","9,836","20,947","46.96%","14.76%","27.84%",-13.08,0.6536,0.2921,3767,0.3615
"349","第15案","臺南市","六甲區","3,197","5,234","8,431","830","9,261","19,144","48.38%","16.7%","27.34%",-10.64,0.6208,0.2655,3260,0.3553
"350","第15案","臺南市","官田區","3,068","5,351","8,419","669","9,088","18,675","48.66%","16.43%","28.65%",-12.22,0.6356,0.2556,3107,0.38
"351","第15案","臺南市","大內區","1,171","2,546","3,717","426","4,143","8,654","47.87%","13.53%","29.42%",-15.89,0.685,0.2907,1687,0.3943
"352","第15案","臺南市","佳里區","8,520","16,286","24,806","1,494","26,300","50,407","52.18%","16.9%","32.31%",-15.41,0.6565,0.291,9178,0.3655
"353","第15案","臺南市","學甲區","3,357","6,682","10,039","668","10,707","22,567","47.45%","14.88%","29.61%",-14.73,0.6656,0.2792,3860,0.3864
"354","第15案","臺南市","西港區","3,256","6,328","9,584","568","10,152","21,564","47.08%","15.1%","29.35%",-14.25,0.6603,0.2605,3593,0.3998
"355","第15案","臺南市","七股區","2,723","5,757","8,480","620","9,100","19,950","45.61%","13.65%","28.86%",-15.21,0.6789,0.2488,3251,0.4301
"356","第15案","臺南市","將軍區","2,093","5,114","7,207","609","7,816","17,754","44.02%","11.79%","28.80%",-17.01,0.7096,0.2612,3109,0.4484
"357","第15案","臺南市","北門區","1,139","2,677","3,816","260","4,076","9,925","41.07%","11.48%","26.97%",-15.49,0.7015,0.2902,1877,0.4113
"358","第15案","臺南市","新化區","6,530","12,063","18,593","1,427","20,020","37,296","53.68%","17.51%","32.34%",-14.83,0.6488,0.3189,7591,0.3299
"359","第15案","臺南市","善化區","7,092","12,087","19,179","1,284","20,463","39,950","51.22%","17.75%","30.26%",-12.51,0.6302,0.2902,6948,0.34
"360","第15案","臺南市","新市區","5,374","9,981","15,355","957","16,312","30,386","53.68%","17.69%","32.85%",-15.16,0.65,0.2681,5034,0.3819
"361","第15案","臺南市","安定區","4,337","8,389","12,726","919","13,645","26,104","52.27%","16.61%","32.14%",-15.53,0.6592,0.2867,4752,0.3725
"362","第15案","臺南市","山上區","928","1,713","2,641","228","2,869","6,511","44.06%","14.25%","26.31%",-12.06,0.6486,0.3057,1244,0.3429
"363","第15案","臺南市","玉井區","1,665","3,878","5,543","462","6,005","12,357","48.6%","13.47%","31.38%",-17.91,0.6996,0.4217,3442,0.2779
"364","第15案","臺南市","楠西區","995","2,544","3,539","319","3,858","8,528","45.24%","11.67%","29.83%",-18.16,0.7188,0.4856,2687,0.2332
"365","第15案","臺南市","南化區","1,054","2,331","3,385","323","3,708","7,786","47.62%","13.54%","29.94%",-16.4,0.6886,0.4126,2229,0.276
"366","第15案","臺南市","左鎮區","501","1,245","1,746","232","1,978","4,418","44.77%","11.34%","28.18%",-16.84,0.7131,0.3183,939,0.3948
"367","第15案","臺南市","仁德區","10,819","21,560","32,379","2,074","34,453","64,632","53.31%","16.74%","33.36%",-16.62,0.6659,0.3188,12883,0.3471
"368","第15案","臺南市","歸仁區","9,988","18,728","28,716","1,767","30,483","57,387","53.12%","17.4%","32.63%",-15.23,0.6522,0.2595,9264,0.3927
"369","第15案","臺南市","關廟區","4,948","9,878","14,826","1,096","15,922","29,913","53.23%","16.54%","33.02%",-16.48,0.6663,0.2576,5323,0.4087
"370","第15案","臺南市","龍崎區","485","1,167","1,652","150","1,802","3,713","48.53%","13.06%","31.43%",-18.37,0.7064,0.2428,676,0.4636
"371","第15案","臺南市","永康區","34,171","62,863","97,034","4,478","101,512","195,001","52.06%","17.52%","32.24%",-14.72,0.6478,0.3481,38892,0.2997
"372","第15案","臺南市","東區","29,616","50,890","80,506","3,419","83,925","153,359","54.72%","19.31%","33.18%",-13.87,0.6321,0.4061,36041,0.226
"373","第15案","臺南市","南區","18,076","34,732","52,808","3,166","55,974","108,650","51.52%","16.64%","31.97%",-15.33,0.6577,0.3302,21036,0.3275
"374","第15案","臺南市","北區","20,680","36,676","57,356","2,527","59,883","110,906","53.99%","18.65%","33.07%",-14.42,0.6394,0.3752,24690,0.2642
"375","第15案","臺南市","安南區","27,446","51,577","79,023","4,606","83,629","159,654","52.38%","17.19%","32.31%",-15.12,0.6527,0.2913,27865,0.3614
"376","第15案","臺南市","安平區","9,779","17,393","27,172","1,048","28,220","55,379","50.96%","17.66%","31.41%",-13.75,0.6401,0.3684,11056,0.2717
"377","第15案","臺南市","中西區","12,476","21,937","34,413","1,793","36,206","65,261","55.48%","19.12%","33.61%",-14.49,0.6375,0.3498,13835,0.2877
"378","第15案","桃園市","","295,646","590,939","886,585","43,820","930,405","1,801,823","51.64%","16.41%","32.80%",-16.39,0.6665,NA,NA,NA
"379","第15案","桃園市","桃園區","63,229","111,711","174,940","7,703","182,643","359,790","50.76%","17.57%","31.05%",-13.48,0.6386,0.3798,73799,0.2588
"380","第15案","桃園市","中壢區","55,628","113,277","168,905","7,506","176,411","334,402","52.75%","16.64%","33.87%",-17.23,0.6707,0.4569,88154,0.2138
"381","第15案","桃園市","大溪區","12,329","26,181","38,510","2,824","41,334","78,285","52.8%","15.75%","33.44%",-17.69,0.6798,0.341,16271,0.3388
"382","第15案","桃園市","楊梅區","21,210","46,233","67,443","3,207","70,650","137,917","51.23%","15.38%","33.52%",-18.14,0.6855,0.4185,32538,0.267
"383","第15案","桃園市","蘆竹區","21,787","40,963","62,750","3,168","65,918","129,252","51%","16.86%","31.69%",-14.83,0.6528,0.335,24164,0.3178
"384","第15案","桃園市","大園區","11,444","23,644","35,088","1,798","36,886","73,900","49.91%","15.49%","31.99%",-16.5,0.6738,0.308,13865,0.3658
"385","第15案","桃園市","龜山區","22,419","39,443","61,862","3,057","64,919","131,702","49.29%","17.02%","29.95%",-12.93,0.6376,0.3696,26791,0.268
"386","第15案","桃園市","八德區","26,246","52,650","78,896","4,541","83,437","165,065","50.55%","15.9%","31.90%",-16,0.6673,0.3861,36314,0.2812
"387","第15案","桃園市","龍潭區","15,518","36,190","51,708","2,635","54,343","101,574","53.5%","15.28%","35.63%",-20.35,0.6999,0.4577,27385,0.2422
"388","第15案","桃園市","平鎮區","29,969","63,734","93,703","4,046","97,749","183,560","53.25%","16.33%","34.72%",-18.39,0.6802,0.4262,45697,0.254
"389","第15案","桃園市","新屋區","6,408","15,202","21,610","1,394","23,004","41,461","55.48%","15.46%","36.67%",-21.21,0.7035,0.3194,9164,0.3841
"390","第15案","桃園市","觀音區","8,475","17,670","26,145","1,647","27,792","55,149","50.39%","15.37%","32.04%",-16.67,0.6758,0.298,10126,0.3778
"391","第15案","桃園市","復興區","984","4,041","5,025","294","5,319","9,766","54.46%","10.08%","41.38%",-31.3,0.8042,0.4235,2966,0.3807
