"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","不同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投不同意率對縣市首長得票率差距"
"348","第14案","臺南市","下營區","2,968","6,079","9,047","811","9,858","20,947","47.06%","14.17%","29.02%",-14.85,0.6719,0.2921,3767,0.3798
"349","第14案","臺南市","六甲區","2,846","5,630","8,476","805","9,281","19,144","48.48%","14.87%","29.41%",-14.54,0.6642,0.2655,3260,0.3987
"350","第14案","臺南市","官田區","3,074","5,324","8,398","692","9,090","18,675","48.67%","16.46%","28.51%",-12.05,0.634,0.2556,3107,0.3784
"351","第14案","臺南市","大內區","1,076","2,658","3,734","419","4,153","8,654","47.99%","12.43%","30.71%",-18.28,0.7118,0.2907,1687,0.4211
"352","第14案","臺南市","佳里區","7,962","16,801","24,763","1,644","26,407","50,407","52.39%","15.8%","33.33%",-17.53,0.6785,0.291,9178,0.3875
"353","第14案","臺南市","學甲區","3,070","6,899","9,969","739","10,708","22,567","47.45%","13.6%","30.57%",-16.97,0.692,0.2792,3860,0.4128
"354","第14案","臺南市","西港區","3,094","6,473","9,567","608","10,175","21,564","47.19%","14.35%","30.02%",-15.67,0.6766,0.2605,3593,0.4161
"355","第14案","臺南市","七股區","2,603","5,898","8,501","631","9,132","19,950","45.77%","13.05%","29.56%",-16.51,0.6938,0.2488,3251,0.445
"356","第14案","臺南市","將軍區","2,193","5,225","7,418","517","7,935","17,754","44.69%","12.35%","29.43%",-17.08,0.7044,0.2612,3109,0.4432
"357","第14案","臺南市","北門區","1,237","2,600","3,837","258","4,095","9,925","41.26%","12.46%","26.20%",-13.74,0.6776,0.2902,1877,0.3874
"358","第14案","臺南市","新化區","5,988","12,714","18,702","1,443","20,145","37,296","54.01%","16.06%","34.09%",-18.03,0.6798,0.3189,7591,0.3609
"359","第14案","臺南市","善化區","6,753","12,468","19,221","1,254","20,475","39,950","51.25%","16.9%","31.21%",-14.31,0.6487,0.2902,6948,0.3585
"360","第14案","臺南市","新市區","4,981","10,371","15,352","957","16,309","30,386","53.67%","16.39%","34.13%",-17.74,0.6755,0.2681,5034,0.4074
"361","第14案","臺南市","安定區","4,048","8,901","12,949","1,132","14,081","26,104","53.94%","15.51%","34.10%",-18.59,0.6874,0.2867,4752,0.4007
"362","第14案","臺南市","山上區","852","1,766","2,618","255","2,873","6,511","44.13%","13.09%","27.12%",-14.03,0.6746,0.3057,1244,0.3689
"363","第14案","臺南市","玉井區","1,543","4,001","5,544","469","6,013","12,357","48.66%","12.49%","32.38%",-19.89,0.7217,0.4217,3442,0.3
"364","第14案","臺南市","楠西區","892","2,621","3,513","334","3,847","8,528","45.11%","10.46%","30.73%",-20.27,0.7461,0.4856,2687,0.2605
"365","第14案","臺南市","南化區","974","2,417","3,391","327","3,718","7,786","47.75%","12.51%","31.04%",-18.53,0.7128,0.4126,2229,0.3002
"366","第14案","臺南市","左鎮區","447","1,308","1,755","231","1,986","4,418","44.95%","10.12%","29.61%",-19.49,0.7453,0.3183,939,0.427
"367","第14案","臺南市","仁德區","10,442","22,130","32,572","1,886","34,458","64,632","53.31%","16.16%","34.24%",-18.08,0.6794,0.3188,12883,0.3606
"368","第14案","臺南市","歸仁區","9,985","18,947","28,932","1,603","30,535","57,387","53.21%","17.4%","33.02%",-15.62,0.6549,0.2595,9264,0.3954
"369","第14案","臺南市","關廟區","4,616","10,284","14,900","1,039","15,939","29,913","53.28%","15.43%","34.38%",-18.95,0.6902,0.2576,5323,0.4326
"370","第14案","臺南市","龍崎區","483","1,180","1,663","151","1,814","3,713","48.86%","13.01%","31.78%",-18.77,0.7096,0.2428,676,0.4668
"371","第14案","臺南市","永康區","32,872","63,632","96,504","4,864","101,368","195,001","51.98%","16.86%","32.63%",-15.77,0.6594,0.3481,38892,0.3113
"372","第14案","臺南市","東區","27,901","52,576","80,477","3,521","83,998","153,359","54.77%","18.19%","34.28%",-16.09,0.6533,0.4061,36041,0.2472
"373","第14案","臺南市","南區","17,491","35,260","52,751","3,296","56,047","108,650","51.58%","16.1%","32.45%",-16.35,0.6684,0.3302,21036,0.3382
"374","第14案","臺南市","北區","19,963","37,147","57,110","2,775","59,885","110,906","54%","18%","33.49%",-15.49,0.6504,0.3752,24690,0.2752
"375","第14案","臺南市","安南區","26,267","52,189","78,456","5,141","83,597","159,654","52.36%","16.45%","32.69%",-16.24,0.6652,0.2913,27865,0.3739
"376","第14案","臺南市","安平區","9,422","17,626","27,048","1,183","28,231","55,379","50.98%","17.01%","31.83%",-14.82,0.6517,0.3684,11056,0.2833
"377","第14案","臺南市","中西區","12,063","22,317","34,380","1,921","36,301","65,261","55.62%","18.48%","34.20%",-15.72,0.6491,0.3498,13835,0.2993
"378","第14案","桃園市","","282,142","603,494","885,636","44,083","929,719","1,801,823","51.6%","15.66%","33.49%",-17.83,0.6814,NA,NA,NA
"379","第14案","桃園市","桃園區","60,327","114,427","174,754","7,782","182,536","359,790","50.73%","16.77%","31.80%",-15.03,0.6548,0.3798,73799,0.275
"380","第14案","桃園市","中壢區","53,274","115,313","168,587","7,636","176,223","334,402","52.7%","15.93%","34.48%",-18.55,0.684,0.4569,88154,0.2271
"381","第14案","桃園市","大溪區","11,844","26,711","38,555","2,818","41,373","78,285","52.85%","15.13%","34.12%",-18.99,0.6928,0.341,16271,0.3518
"382","第14案","桃園市","楊梅區","19,418","47,700","67,118","3,315","70,433","137,917","51.07%","14.08%","34.59%",-20.51,0.7107,0.4185,32538,0.2922
"383","第14案","桃園市","蘆竹區","20,705","41,836","62,541","3,072","65,613","129,252","50.76%","16.02%","32.37%",-16.35,0.6689,0.335,24164,0.3339
"384","第14案","桃園市","大園區","11,241","23,944","35,185","1,753","36,938","73,900","49.98%","15.21%","32.40%",-17.19,0.6805,0.308,13865,0.3725
"385","第14案","桃園市","龜山區","21,039","40,715","61,754","3,114","64,868","131,702","49.25%","15.97%","30.91%",-14.94,0.6593,0.3696,26791,0.2897
"386","第14案","桃園市","八德區","25,238","53,665","78,903","4,498","83,401","165,065","50.53%","15.29%","32.51%",-17.22,0.6801,0.3861,36314,0.294
"387","第14案","桃園市","龍潭區","14,882","36,956","51,838","2,571","54,409","101,574","53.57%","14.65%","36.38%",-21.73,0.7129,0.4577,27385,0.2552
"388","第14案","桃園市","平鎮區","29,045","64,386","93,431","4,155","97,586","183,560","53.16%","15.82%","35.08%",-19.26,0.6891,0.4262,45697,0.2629
"389","第14案","桃園市","新屋區","6,086","15,647","21,733","1,409","23,142","41,461","55.82%","14.68%","37.74%",-23.06,0.72,0.3194,9164,0.4006
"390","第14案","桃園市","觀音區","8,076","18,134","26,210","1,669","27,879","55,149","50.55%","14.64%","32.88%",-18.24,0.6919,0.298,10126,0.3939
"391","第14案","桃園市","復興區","967","4,060","5,027","291","5,318","9,766","54.45%","9.9%","41.57%",-31.67,0.8076,0.4235,2966,0.3841
