æ¡ˆä»¶,ç¸??,?•é?ç¥¨æ?,?°å?,?Œæ?ç¥¨æ•¸,ä¸å??ç¥¨???‰æ?ç¥¨æ•¸,?¡æ?ç¥¨æ•¸,?•ç¥¨??å·²é??ªæ?ç¥¨æ•¸,?¼å‡ºç¥¨æ•¸,?¨æ–¼ç¥¨æ•¸,?•ç¥¨æ¬Šäºº???•ç¥¨??%),?‰æ??Œæ?ç¥¨æ•¸å°æ?ç¥¨æ?äººæ•¸?¾å?æ¯?%),?‰æ?ä¸å??ç¥¨?¸å??•ç¥¨æ¬Šäºº?¸ç™¾?†æ?(%),?‰æ??Œæ??‡ä??Œæ?ç¥¨æ•¸å°æ?ç¥¨æ?äººæ•¸?¾å?æ¯”å·®??,,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä½³å???""9-11",1273,æ°‘å?,?°å?å¸‚ä¸­?Œå?ä¸­å±±è·¯ï?æ®µï?ï¼”å··ï¼‘ï?å¼„ï???564,166,730,46,776,0,776,779,1555,49.90%,36.27%,10.68%,25.59,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä½³å???""12","28""",1274,?™å??ˆå?å®??°å?å¸‚ä¸­?Œå?ä¸­å±±è·¯ï?æ®µï?å··ï?ï¼“è?,451,123,574,56,630,1,631,481,1112,56.65%,40.56%,11.06%,,,29.5,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?°å???""1",24,25,"32""",1275,ä¸­å?å¤§å??–æ›¸?±è¦½å®??°å?å¸‚ä¸­?Œå??“é€šè·¯ï¼‘ï?ï¼‘å··ï¼•è?,781,212,993,56,1049,0,1049,731,1780,58.93%,,,43.88%,11.91%,31.97,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?°å???""2",1276,ä¹ç?å®??°å?å¸‚ä¸­?Œå??¯å¹³è·¯ï?ï¼™ï?å··ï?ï¼’å?ï¼‘ï???781,212,993,47,1040,2,1042,876,1918,54.22%,40.72%,11.05%,29.67,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?°å???""11",1277,ä¸­å?ç¤¾å?ç®¡ç?å§”å“¡???°å?å¸‚ä¸­?Œå??¯å¹³è·¯ï?ï¼‘ï?å··ï??Ÿåœ°ä¸‹å®¤,575,151,726,42,768,0,768,921,1689,45.47%,34.04%,8.94%,25.1,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?°å???39-49,?°å?å¸‚ä¸­?Œå??¯å¹³è·¯ï?ï¼“ï?å··å··??769,189,958,39,997,0,997,784,1781,55.98%,43.18%,10.61%,32.57,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?—å±±??""1-3",20-22,"28-31""",1279,ä¸­å??‹å??Œå¹³æ¨?äº”å¹´ä¸€?­æ?å®?,?°å?å¸‚ä¸­?Œå?ä¸­å?è·¯ï?ï¼ï???555,180,735,56,791,0,791,628,1419,55.74%,39.11%,,,12.68%,26.43,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?—å±±??""4",23,"27""",1280,ä¸­å??‹å??Œå¹³æ¨?äº”å¹´äºŒç­?™å®¤),?°å?å¸‚ä¸­?Œå?ä¸­å?è·¯ï?ï¼ï???515,165,680,42,722,0,722,622,1344,53.72%,38.32%,,,12.28%,26.04,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?—å±±??""5-7",1281,ä¸­å??‹å??Œå¹³æ¨?äº”å¹´ä¸‰ç­?™å®¤),?°å?å¸‚ä¸­?Œå?ä¸­å?è·¯ï?ï¼ï???826,242,1068,64,1132,0,1132,672,1804,62.75%,45.79%,13.41%,32.38,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å¹³æ²³??""1-7",1282,é¨°é?æ±½è??‰é??¬å¸,?°å?å¸‚ä¸­?Œå?ä¸­å±±è·¯ï?æ®µï?ï¼“ï?å··ï???639,237,876,81,957,0,957,831,1788,53.52%,35.74%,13.26%,22.48,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å¹³æ²³??""8-11",1283,??ˆ°???ç¤¾å?æ´»å?ä¸­å?,?°å?å¸‚ä¸­?Œå?ä¸­æ­£è·¯ï?ï¼•ï?å··ï?å¼„ï???700,207,907,73,980,0,980,813,1793,54.66%,39.04%,11.54%,27.5,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å¹³æ²³??""12-16",1284,ç©ç??‹å?(?½åŸ¹ï¼‘ï??™å®¤),?°å?å¸‚ä¸­?Œå??¡å±±è·¯ï?ï¼•ï???560,151,711,71,782,0,782,570,1352,57.84%,41.42%,11.17%,30.25,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,å¹³æ²³??43-52,?°å?å¸‚ä¸­?Œå?ä¸­æ­£è·¯ï?ï¼“ï???795,168,963,62,1025,0,1025,788,1813,56.54%,43.85%,9.27%,34.58,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,å¹³æ²³??62-67,156,772,45,817,0,817,471,1288,63.43%,47.83%,12.11%,35.72,,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä¿¡å???""1-5",1287,?–ä¸­å¹¼å????°å?å¸‚ä¸­?Œå??°ç?è¡—ï?ï¼–ï?å··ï?ï¼˜è?,466,141,607,47,654,0,654,532,1186,55.14%,39.29%,11.89%,27.4,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä¿¡å???""6-13",?åˆ©å¹¼å????°å?å¸‚ä¸­?Œå??°ç?è¡—ï?ï¼˜ï?å··ï?å¼„ï?ï¼“è?,432,166,598,13,611,31,642,595,1237,49.39%,34.92%,13.42%,21.5,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä¿¡å???""14-21","36-41""",1289,?«å?é¾é³³å®®æ?è­°å®¤,?°å?å¸‚ä¸­?Œå??¡å±±è·¯ï?ï¼”ï?å··ï?ï¼“å?ï¼‘ï???571,145,716,48,764,0,764,642,1406,54.34%,40.61%,10.31%,,,30.3,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä»å???""1-11",22,"39-42""",1290,ä¸­æ­£?±å?å»? ´ç¤¾å??ƒè­°å®??°å?å¸‚ä¸­?Œå????è·¯ï?ï¼–ï?å··ï?å¼„ï?ï¼—è?,573,159,732,69,801,0,801,641,1442,55.55%,39.74%,,,11.03%,28.71,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä»å???""12-15","33-36""",1291,å®‰é‚¦å¹¼å????°å?å¸‚ä¸­?Œå????è·¯ï?ï¼—ï?å··ï?å¼„ï???434,145,579,55,634,0,634,406,1040,60.96%,41.73%,13.94%,27.79,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä»å???""18-20",37,"38""",1292,?ƒè­·å®??°å?å¸‚ä¸­?Œå????è·¯ï?ï¼–ï?å··ï?ï¼™å?ï¼’è?,544,181,725,60,785,0,785,507,1292,60.76%,42.11%,,,14.01%,28.1,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä¸­æ­£??""1-8",25-28,30,33,"34""",1293,æ­¡å??Žç¤¾?€æ´»å?ä¸­å?,?°å?å¸‚ä¸­?Œå????è·¯ï?ï¼–ï???706,205,911,70,981,0,981,830,1811,,,54.17%,38.98%,11.32%,27.66,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä¸­æ­£??""9-18",31,"32""",1294,?²å?å¯¶è?å¹¼å????å ´),?°å?å¸‚ä¸­?Œå????è·¯ï?ï¼˜ï?å··ï?ï¼‘è?,685,214,899,118,1017,0,1017,772,1789,56.85%,,,38.29%,11.96%,26.33,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å»ºå???""1-9",?Œæ±å¸‚æ?æ´»å?ä¸­å?(ç±ƒç???,?°å?å¸‚ä¸­?Œå????è·¯ï?ï¼–ï?å··ï??Ÿç??ƒå ´,400,77,477,43,520,0,520,339,859,60.54%,46.57%,8.96%,37.61,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å»ºå???""10-15",?Œæ±å¸‚æ?æ´»å?ä¸­å?,?°å?å¸‚ä¸­?Œå????è·¯ï?ï¼–ï?å··ï????±ç??ƒå ´??,492,96,588,36,624,2,626,346,972,64.20%,50.62%,9.88%,40.74,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å»ºå???""16-26",?Œæ±å¸‚æ?æ´»å?ä¸­å?(ç±ƒç???,?°å?å¸‚ä¸­?Œå????è·¯ï?ï¼–ï?å··ï??Ÿç??ƒå ´,531,163,694,71,765,0,765,581,1346,56.84%,39.45%,12.11%,27.34,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä¸­å±±??""1",16,20,"21""",1298,æ°‘å?,?°å?å¸‚ä¸­?Œå????è·¯ï?ï¼‘ï?å··ï?å¼„ï?ï¼è?,423,132,555,48,603,0,603,431,1034,,,58.32%,40.91%,12.77%,28.14,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä¸­å±±??""2",17-19,"22""",1299,æ°‘å?,?°å?å¸‚ä¸­?Œå??¦å?è·¯ï?ï¼™ï?å··ï?å¼„ï???584,154,738,56,794,0,794,593,1387,57.25%,42.11%,,,11.10%,31.01,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ç¢§æ²³??""1",6,8,10,11,14-17,26,"27""",1300,?¨æ?å¹¼å????°å?å¸‚ä¸­?Œå????è·¯ï?ï¼‘ï?å··ï???836,231,1067,102,1169,0,1169,,,898,2067,56.56%,40.45%,11.18%,29.27,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ç¢§æ²³??""3",9,12,13,"18-25""",1301,ç¢§æ²³å®??°å?å¸‚ä¸­?Œå????è·¯ï?ï¼”ï?å··ï???552,185,737,68,805,0,805,865,1670,48.20%,,,33.05%,11.08%,21.97,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,æ­????1-12,454,137,591,67,658,0,658,508,1166,56.43%,38.94%,11.75%,27.19,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"æ­????""13-20",?±æ?å¤§å?æ´»å?ä¸­å?,?°å?å¸‚ä¸­?Œå??¯æ–°è¡—ï?ï¼’ï???406,124,530,45,575,0,575,388,963,59.71%,42.16%,12.88%,29.28,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"æ­????""21",1304,æ¸¸æ?ç¥ å?,?°å?å¸‚ä¸­?Œå??¯æ–°è¡—ï?ï¼™ï?å··ï?å¼„ï???417,103,520,47,567,0,567,503,1070,52.99%,38.97%,9.63%,29.34,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?‚å???1-14,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼•ï?å··ï?ï¼˜è?,533,151,684,61,745,0,745,574,1319,56.48%,40.41%,11.45%,28.96,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?‚å???15-26,100,746,158,904,0,904,534,1438,62.87%,44.92%,6.95%,37.97,,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯æ–°??""1",1307,?¯å?ç§‘æ?å¤§å­¸ï¼ˆæ?æ¯…æ?ï¼¤ï?ï¼ï??™å®¤ï¼??°å?å¸‚ä¸­?Œå?å·¥å?è·¯ï?ï¼‘ï???715,164,879,34,913,0,913,895,1808,50.50%,39.55%,9.07%,30.48,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?¯æ–°??28-37,99,581,24,605,0,605,586,1191,50.80%,40.47%,8.31%,32.16,,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?¯æ–°??3-15,652,188,840,70,910,0,910,722,1632,55.76%,39.95%,11.52%,28.43,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?¯æ–°??16-27,696,164,860,48,908,0,908,857,1765,51.44%,39.43%,9.29%,30.14,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?±å???1-11,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼“ï?å··ï?ï¼”è?,560,96,656,44,700,0,700,468,1168,59.93%,47.95%,8.22%,39.73,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?±å???12-21,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼“ï?å··ï?ï¼”è?,504,103,607,30,637,0,637,539,1176,54.17%,42.86%,8.76%,34.1,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?±å???22-32,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼“ï?å··ï?ï¼”è?,776,145,921,61,982,0,982,583,1565,62.75%,49.58%,9.27%,40.31,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯å???""1",7,9¤ë12¤é,21,"22""",1314,é£›é?å¸‚æ?æ´»å?ä¸­å?,?°å?å¸‚ä¸­?Œå?å¿ å?è¡—ï?ï¼˜è?ï¼’æ?,609,152,761,48,809,0,809,769,,,1578,51.27%,38.59%,9.63%,28.96,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯å???""2",8,"18-20""",1315,æ¡”é??’å±±ç®¡å??ƒæ´»?•ä¸­å¿??°å?å¸‚ä¸­?Œå?å¿ å?è¡—ï?å··ï?ï¼”å?ï¼™è?,848,188,1036,38,1074,0,1074,955,2029,52.93%,41.79%,,,9.27%,32.52,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯å???""13-17",1316,?¾ç?å¯??°å?å¸‚ä¸­?Œå?å¿ å?è¡—ï?ï¼ï???364,116,480,42,522,0,522,383,905,57.68%,40.22%,12.82%,27.4,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å¿ å???""1-5",1317,?ˆå??‹å?ï¼ˆï¼¤ï¼‘ï?ï¼•æ?å®¤ï?,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼“ï?å··ï?ï¼”è?,313,83,396,46,442,0,442,397,839,52.68%,37.31%,9.89%,,,27.42,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,å¿ å???24-34,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼“ï?å··ï?ï¼”è?,308,90,398,38,436,0,436,326,762,57.22%,40.42%,11.81%,28.61,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å¿ å???""6-13",ä¸­å??‹ä¸­ï¼ˆè??¡ï??™å®¤ï¼??°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?å··ï?ï¼—è?,573,152,725,76,801,0,801,619,1420,56.41%,40.35%,10.70%,29.65,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å¿ å???""14-21",ä¸­å??‹ä¸­ï¼ˆè??¡ï??™å®¤ï¼??°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?å··ï?ï¼—è?,492,139,631,64,695,0,695,577,1272,54.64%,38.68%,10.93%,27.75,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,å´‡å???1-20,?°å?å¸‚ä¸­?Œå??¯æ–°è¡—ï?ï¼™ï?å··ï?ï¼–å?ï¼’è?,776,190,966,70,1036,13,1049,927,1976,52.43%,39.27%,9.62%,29.65,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,å´‡å???21-41,?°å?å¸‚ä¸­?Œå??¯æ–°è¡—ï?ï¼“ï???741,165,906,54,960,0,960,819,1779,53.96%,41.65%,9.27%,32.38,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?ˆå???1-18,?°å?å¸‚ä¸­?Œå?ä¿¡ç¾©è¡—ï?ï¼‘å··ï¼‘ï???521,130,651,64,715,0,715,739,1454,49.17%,35.83%,8.94%,26.89,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?ˆå???19-37,?°å?å¸‚ä¸­?Œå?ä¿¡ç¾©è¡—ï?ï¼‘å··ï¼‘ï???532,135,667,34,701,0,701,673,1374,51.02%,38.72%,9.83%,28.89,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?¯å???1-21,544,98,642,53,695,0,695,674,1369,50.77%,39.74%,7.16%,32.58,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?¯å???22-34,153,745,69,814,0,814,687,1501,54.23%,39.44%,10.19%,29.25,,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯æœ¬??""1-10",?¯æ–°?‹å?(æ´»å?ä¸­å?),?°å?å¸‚ä¸­?Œå??¯æ–°è¡—ï?ï¼–ï?å··ï?ï¼—è?,409,121,530,68,598,0,598,322,920,65%,44.46%,13.15%,31.31,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯æœ¬??""11-20",?¯æ–°?œè????°å?å¸‚ä¸­?Œå??¯æ–°è¡—ï?ï¼™ï?å··ï?ï¼’è?,449,134,583,65,648,0,648,402,1050,61.71%,42.76%,12.76%,30,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,æ©«è·¯???¨é?,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼’å··ï¼’ä?ï¼•è?,138,39,177,21,198,0,198,123,321,61.68%,42.99%,12.15%,30.84,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?§å???1-11,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼”ï?å··ï???574,138,712,71,783,0,783,691,1474,53.12%,38.94%,9.36%,29.58,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?§å???""12-23",å¤§åœ°?°è±¡ç¤¾å?ä¸­åº­,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼”ï?å··ï?ï¼è?,617,144,761,76,837,0,837,624,1461,57.29%,42.23%,9.86%,32.37,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?§å???24-38,623,176,799,59,858,4,862,759,1621,52.93%,38.43%,10.86%,27.57,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å£½å???""1-11",è£•å?ç¥ å??°å…¬å»??°å?å¸‚ä¸­?Œå??—å±±è·¯ï?ï¼’ï?å··ï?ï¼å?ï¼–è???547,204,751,68,819,0,819,508,1327,61.72%,41.22%,15.37%,25.85,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,å£½å???12-20,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼“ï?å··ï?ï¼”è?,296,104,400,46,446,0,446,329,775,57.55%,38.19%,13.42%,24.77,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ç¦å???""1-12",æ­Œå¾·?±å??Žæ´»?•ä¸­å¿??°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼”å··ï¼•ï?å¼„ï?ï¼’è??°ä?ä¸€æ¨?705,210,915,48,963,0,963,953,1916,50.26%,36.80%,10.96%,25.84,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ç¦å???""13-15",æ­Œå¾·?±å??Žæ´»?•ä¸­å¿??°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼”å··ï¼•ï?å¼„ï?ï¼’è??°ä?ä¸€æ¨?719,186,905,83,988,0,988,913,1901,51.97%,37.82%,9.78%,28.04,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,å¤–å???1-10,169,711,39,750,0,750,3661,4411,17%,12.29%,3.83%,8.46,,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,å¤–å???11-20,144,639,25,664,0,664,548,1212,54.79%,40.84%,11.88%,28.96,,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,å¤–å???21-31,140,607,44,651,0,651,475,1126,57.82%,41.47%,12.43%,29.04,,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,ä¸­è???1-12,?°å?å¸‚ä¸­?Œå?å¾©è?è·¯ï?ï¼ï?å··ï???591,151,742,33,775,0,775,732,1507,51.43%,39.22%,10.02%,29.2,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä¸­è???""13-16",å¾©è??‹å?ï¼ˆä?å¹´ï??­ï?,?°å?å¸‚ä¸­?Œå?å¾©è?è·¯ï?ï¼ï?å··ï???645,150,795,24,819,0,819,700,1519,53.92%,42.46%,9.87%,32.59,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"ä¸­è???""17",1342,å¾©è??‹å?ï¼ˆä?å¹´ï??­ï?,?°å?å¸‚ä¸­?Œå?å¾©è?è·¯ï?ï¼ï?å··ï???617,184,801,45,846,0,846,621,1467,57.67%,42.06%,12.54%,29.52,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,ä¸­è???28-38,?°å?å¸‚ä¸­?Œå?å¾©è?è·¯ï?ï¼ï?å··ï???632,166,798,84,882,0,882,571,1453,60.70%,43.50%,11.42%,32.08,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?‰è???1-7,153,766,64,830,0,830,534,1364,60.85%,44.94%,11.22%,33.72,,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?‰è???8-21,112,672,57,729,0,729,573,1302,55.99%,43.01%,8.60%,34.41,,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å¾©è???""1-11",22,39-41,54,"55""",1346,å¾©è??¬å?ç®¡ç?å®??°å?å¸‚ä¸­?Œå?å¾©è?è·¯ï?ï¼˜ï?å··ï???562,131,693,50,743,0,743,884,1627,45.67%,,,34.54%,8.05%,26.49,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å¾©è???""12",23-35,42,46,51,"52""",1347,å¾©è??¬å?ç®¡ç?å®??°å?å¸‚ä¸­?Œå?å¾©è?è·¯ï?ï¼˜ï?å··ï???332,177,509,45,554,0,554,949,1503,,,36.86%,22.09%,11.78%,10.31,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"å¾©è???""15",36-38,43-45,47-50,"53""",1348,?†å?å¹¼å????°å?å¸‚ä¸­?Œå?å¾©è?è·¯ï?ï¼˜ï?å··ï?ï¼–å?ï¼“è?,531,149,680,34,714,0,714,678,1392,,,51.29%,38.15%,10.70%,27.45,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?Œè???""1-3",25,26,"29""",1349,?Œè??Œå·¡å®ˆé?å´—äº­?å»£???°å?å¸‚ä¸­?Œå??¿å?è·¯ï?ï¼–ï??Ÿå???472,120,592,42,634,0,634,433,1067,59.42%,44.24%,,,11.25%,32.99,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?Œè???""4-14",27,28,30,"42""",1350,?Œè?æ±½è??†è?,?°å?å¸‚ä¸­?Œå?ä¸­æ­£è·¯ï?ï¼–è???622,184,806,55,861,0,861,762,1623,,,53.05%,38.32%,11.34%,26.98,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,?Œè???31-41,530,140,670,37,707,0,707,501,1208,58.53%,43.87%,11.59%,32.28,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯å¹³??""1-7",å·¡å??Šå?äº??°å?å¸‚ä¸­?Œå??¯æ–°è¡—ï?ï¼—ï?å··ï?ï¼’è???645,184,829,55,884,0,884,1107,1991,44.40%,32.40%,9.24%,23.16,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯å¹³??""11-27",? å¾·?°ä????°å?å¸‚ä¸­?Œå??¯å¹³è·¯ï?ï¼•ï???700,141,841,59,900,0,900,1032,1932,46.58%,36.23%,7.30%,28.93,,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯å¹³??""8-10",1354,å¿«æ?å±…ç®¡å§”æ?,?°å?å¸‚ä¸­?Œå??¯å¹³è·¯ï?ï¼™ï???467,111,578,45,623,0,623,324,947,65.79%,49.31%,11.72%,37.59,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯æ–°??""1-13",?¯å??‚ï??Ÿç?å¹¼å??’ï?,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼”å··ï¼’è?,688,194,882,71,953,1,954,706,1660,57.41%,41.45%,11.69%,29.76,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯æ–°??""14-23",æ°‘å?,?°å?å¸‚ä¸­?Œå??ˆå?è·¯ï?æ®µï?ï¼–å··ï¼“ï????¯æ–°?Œè¾¦?¬è???,579,143,722,62,784,0,784,790,1574,49.81%,36.79%,9.09%,27.7,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯ç???""11-15",35-37,43,"44""",1357,?°é›»ï¼«æ›¸ä¸­å?(èµ°å?),?°å?å¸‚ä¸­?Œå??Œå¹³è¡—ï?ï¼“è?,807,211,1018,73,1091,0,1091,1045,2136,,,51.08%,37.78%,9.88%,27.9,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯ç???""1-10","22""",1358,?¯ç?å¸‚æ?æ´»å?ä¸­å?,?°å?å¸‚ä¸­?Œå??Œå¹³è¡—ï?ï¼–ï?å··ï???531,167,698,83,781,0,781,681,1462,53.42%,36.32%,11.42%,,,24.9,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯ç???""23-34",?¯ç?å¸‚æ?æ´»å?ä¸­å?,?°å?å¸‚ä¸­?Œå??Œå¹³è¡—ï?ï¼–ï?å··ï???598,137,735,79,814,0,814,734,1548,52.58%,38.63%,8.85%,29.78,,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯å???""1-4",27,"28""",1360,?Žä?å¤§æ?ç¤¾å??ƒè­°å®??°å?å¸‚ä¸­?Œå??Žä?è¡—ï?ï¼•è?,352,83,435,22,457,0,457,235,692,66.04%,50.87%,,,11.99%,38.88,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯å???""5-10","29-33""",1361,?°è²¿?¯å?ç¤¾å?ç®¡å????°å?å¸‚ä¸­?Œå??¯å?è·¯ï?ï¼—ï?å··ï?ï¼™è??°ä?å®?583,119,702,63,765,0,765,456,1221,62.65%,47.75%,9.75%,38,,,,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯å???""14-16",41,"42""",1362,?¯æ–°å¹¼å????°å?å¸‚ä¸­?Œå??¯æ–°è¡—ï?ï¼“ï?ä¹‹ï???543,183,726,64,790,0,790,541,1331,59.35%,40.80%,13.75%,,,27.05,,,,,,,,,
ç¬?æ¡??°å?å¸?ä¸­å??€,"?¯å???""17",43,"44""",1363,æ°‘å?,?°å?å¸‚ä¸­?Œå?å®‰å¹³è·¯ï?ï¼è?,446,108,554,50,604,0,604,380,984,61.38%,,,45.33%,10.98%,34.35,,,,,,,
